category,data_type,geography_type,geography_name,year,quarter,entity_type,entity_name,count,amount,metric_type,latitude,longitude,success,code,response_timestamp,coordinate_index,text_value,file_source,processed_at,response_timestamp_clean,year_quarter,amount_crores,count_millions,location_name,state_clean,country,region,has_coordinates,entity_level
top,transaction,country,india,2022,4,state,telangana,1819506832.0,2978252562916.1367,TOTAL,18.1124,79.0193,True,SUCCESS,1674558210200.0,,,top/transaction/country/india/2022/4.csv,2025-07-12 09:12:05.915850,2023-01-24 11:03:30.200,2022-Q4,297825.26,1819.507,Telangana,Telangana,India,South India,True,1.0
top,transaction,country,india,2022,4,pincode,700039,119193886.0,219834107643.85355,TOTAL,22.5355,88.3737,True,SUCCESS,1674558210200.0,,,top/transaction/country/india/2022/4.csv,2025-07-12 09:12:05.915850,2023-01-24 11:03:30.200,2022-Q4,21983.41,119.194,Kolkata,West Bengal,India,East India,True,3.0
top,transaction,country,india,2022,4,pincode,751001,140210762.0,184650659638.9054,TOTAL,20.2961,85.8245,True,SUCCESS,1674558210200.0,,,top/transaction/country/india/2022/4.csv,2025-07-12 09:12:05.915850,2023-01-24 11:03:30.200,2022-Q4,18465.07,140.211,Bhubaneswar,Odisha,India,East India,True,3.0
top,transaction,country,india,2022,4,pincode,800001,167166031.0,269652534972.6013,TOTAL,25.5941,85.1376,True,SUCCESS,1674558210200.0,,,top/transaction/country/india/2022/4.csv,2025-07-12 09:12:05.915850,2023-01-24 11:03:30.200,2022-Q4,26965.25,167.166,Patna,Bihar,India,East India,True,3.0
top,transaction,country,india,2022,4,pincode,400070,180508440.0,226320223720.0673,TOTAL,19.1136,72.8697,True,SUCCESS,1674558210200.0,,,top/transaction/country/india/2022/4.csv,2025-07-12 09:12:05.915850,2023-01-24 11:03:30.200,2022-Q4,22632.02,180.508,Mumbai,Maharashtra,India,West India,True,3.0
top,transaction,country,india,2022,4,pincode,480001,240053791.0,341860974379.64307,TOTAL,23.1815,79.9864,True,SUCCESS,1674558210200.0,,,top/transaction/country/india/2022/4.csv,2025-07-12 09:12:05.915850,2023-01-24 11:03:30.200,2022-Q4,34186.1,240.054,Jabalpur,Madhya Pradesh,India,Central India,True,3.0
top,transaction,country,india,2022,4,pincode,302012,255709582.0,401447081116.4074,TOTAL,26.8851,75.8069,True,SUCCESS,1674558210200.0,,,top/transaction/country/india/2022/4.csv,2025-07-12 09:12:05.915850,2023-01-24 11:03:30.200,2022-Q4,40144.71,255.71,Jaipur,Rajasthan,India,West India,True,3.0
top,transaction,country,india,2022,4,pincode,110006,258183697.0,349487194869.16797,TOTAL,28.6304,77.2177,True,SUCCESS,1674558210200.0,,,top/transaction/country/india/2022/4.csv,2025-07-12 09:12:05.915850,2023-01-24 11:03:30.200,2022-Q4,34948.72,258.184,Delhi,Delhi,India,North India,True,3.0
top,transaction,country,india,2022,4,pincode,560027,290033166.0,383980424744.5664,TOTAL,12.9698,77.75,True,SUCCESS,1674558210200.0,,,top/transaction/country/india/2022/4.csv,2025-07-12 09:12:05.915850,2023-01-24 11:03:30.200,2022-Q4,38398.04,290.033,Bangalore,Karnataka,India,South India,True,3.0
top,transaction,country,india,2022,4,pincode,500034,967508435.0,1501499856273.482,TOTAL,17.4065,78.4772,True,SUCCESS,1674558210200.0,,,top/transaction/country/india/2022/4.csv,2025-07-12 09:12:05.915850,2023-01-24 11:03:30.200,2022-Q4,150149.99,967.508,Hyderabad,Telangana,India,South India,True,3.0
top,transaction,country,india,2022,4,district,rangareddy,191136402.0,295773661437.69385,TOTAL,17.2403,78.4294,True,SUCCESS,1674558210200.0,,,top/transaction/country/india/2022/4.csv,2025-07-12 09:12:05.915850,2023-01-24 11:03:30.200,2022-Q4,29577.37,191.136,Rangareddy,Telangana,India,South India,True,2.0
top,transaction,country,india,2022,4,district,khordha,208260666.0,268479766618.4059,TOTAL,20.5937,78.9629,True,SUCCESS,1674558210200.0,,,top/transaction/country/india/2022/4.csv,2025-07-12 09:12:05.915850,2023-01-24 11:03:30.200,2022-Q4,26847.98,208.261,Khordha,India,India,Other,False,2.0
top,transaction,country,india,2022,4,district,patna,217434851.0,352393762150.454,TOTAL,20.5937,78.9629,True,SUCCESS,1674558210200.0,,,top/transaction/country/india/2022/4.csv,2025-07-12 09:12:05.915850,2023-01-24 11:03:30.200,2022-Q4,35239.38,217.435,Patna,India,India,Other,False,2.0
top,transaction,country,india,2022,4,district,chhindwara,245710341.0,350638062974.85736,TOTAL,20.5937,78.9629,True,SUCCESS,1674558210200.0,,,top/transaction/country/india/2022/4.csv,2025-07-12 09:12:05.915850,2023-01-24 11:03:30.200,2022-Q4,35063.81,245.71,Chhindwara,India,India,Other,False,2.0
top,transaction,country,india,2022,4,district,mumbai suburban,248827345.0,310278216439.5166,TOTAL,20.5937,78.9629,True,SUCCESS,1674558210200.0,,,top/transaction/country/india/2022/4.csv,2025-07-12 09:12:05.915850,2023-01-24 11:03:30.200,2022-Q4,31027.82,248.827,Mumbai Suburban,India,India,Other,False,2.0
top,transaction,country,india,2022,4,pincode,411033,263248580.0,298971294541.89966,TOTAL,19.7515,75.7139,True,SUCCESS,1674558210200.0,,,top/transaction/country/india/2022/4.csv,2025-07-12 09:12:05.915850,2023-01-24 11:03:30.200,2022-Q4,29897.13,263.249,Pincode 411033,Maharashtra,India,West India,True,3.0
top,transaction,country,india,2022,4,district,jaipur,404922774.0,635458549842.8215,TOTAL,20.5937,78.9629,True,SUCCESS,1674558210200.0,,,top/transaction/country/india/2022/4.csv,2025-07-12 09:12:05.915850,2023-01-24 11:03:30.200,2022-Q4,63545.85,404.923,Jaipur,India,India,Other,False,2.0
top,transaction,country,india,2022,4,district,central delhi,280960656.0,386107883617.5307,TOTAL,28.6562,77.241,True,SUCCESS,1674558210200.0,,,top/transaction/country/india/2022/4.csv,2025-07-12 09:12:05.915850,2023-01-24 11:03:30.200,2022-Q4,38610.79,280.961,Central Delhi,Delhi,India,North India,True,2.0
top,transaction,country,india,2022,4,state,maharashtra,1688775272.0,2210470839617.1724,TOTAL,19.7515,75.7139,True,SUCCESS,1674558210200.0,,,top/transaction/country/india/2022/4.csv,2025-07-12 09:12:05.915850,2023-01-24 11:03:30.200,2022-Q4,221047.08,1688.775,Maharashtra,Maharashtra,India,West India,True,1.0
top,transaction,country,india,2022,4,state,karnataka,1378910371.0,1904516622907.631,TOTAL,15.3173,75.7139,True,SUCCESS,1674558210200.0,,,top/transaction/country/india/2022/4.csv,2025-07-12 09:12:05.915850,2023-01-24 11:03:30.200,2022-Q4,190451.66,1378.91,Karnataka,Karnataka,India,South India,True,1.0
top,transaction,country,india,2022,4,state,madhya pradesh,898828268.0,1302999857548.291,TOTAL,22.9734,78.6569,True,SUCCESS,1674558210200.0,,,top/transaction/country/india/2022/4.csv,2025-07-12 09:12:05.915850,2023-01-24 11:03:30.200,2022-Q4,130299.99,898.828,Madhya Pradesh,Madhya Pradesh,India,Central India,True,1.0
top,transaction,country,india,2022,4,state,rajasthan,865574848.0,1456956699398.6523,TOTAL,27.0238,74.2179,True,SUCCESS,1674558210200.0,,,top/transaction/country/india/2022/4.csv,2025-07-12 09:12:05.915850,2023-01-24 11:03:30.200,2022-Q4,145695.67,865.575,Rajasthan,Rajasthan,India,West India,True,1.0
top,transaction,country,india,2022,4,state,andhra pradesh,690017077.0,1424725083041.6873,TOTAL,15.9129,79.74,True,SUCCESS,1674558210200.0,,,top/transaction/country/india/2022/4.csv,2025-07-12 09:12:05.915850,2023-01-24 11:03:30.200,2022-Q4,142472.51,690.017,Andhra Pradesh,Andhra Pradesh,India,South India,True,1.0
top,transaction,country,india,2022,4,state,uttar pradesh,836369071.0,1376378802069.4856,TOTAL,26.8467,80.9462,True,SUCCESS,1674558210200.0,,,top/transaction/country/india/2022/4.csv,2025-07-12 09:12:05.915850,2023-01-24 11:03:30.200,2022-Q4,137637.88,836.369,Uttar Pradesh,Uttar Pradesh,India,North India,True,1.0
top,transaction,country,india,2022,4,state,delhi,515203457.0,744915016018.5759,TOTAL,28.7041,77.1025,True,SUCCESS,1674558210200.0,,,top/transaction/country/india/2022/4.csv,2025-07-12 09:12:05.915850,2023-01-24 11:03:30.200,2022-Q4,74491.5,515.203,Delhi,Delhi,India,North India,True,1.0
top,transaction,country,india,2022,4,state,odisha,445714743.0,652217064523.9851,TOTAL,20.9517,85.0985,True,SUCCESS,1674558210200.0,,,top/transaction/country/india/2022/4.csv,2025-07-12 09:12:05.915850,2023-01-24 11:03:30.200,2022-Q4,65221.71,445.715,Odisha,Odisha,India,East India,True,1.0
top,transaction,country,india,2022,4,district,hyderabad,1133829812.0,1753799022390.8733,TOTAL,17.385,78.4867,True,SUCCESS,1674558210200.0,,,top/transaction/country/india/2022/4.csv,2025-07-12 09:12:05.915850,2023-01-24 11:03:30.200,2022-Q4,175379.9,1133.83,Hyderabad,Telangana,India,South India,True,2.0
top,transaction,country,india,2022,4,district,bengaluru urban,876647100.0,1092079302011.8888,TOTAL,12.9716,77.5946,True,SUCCESS,1674558210200.0,,,top/transaction/country/india/2022/4.csv,2025-07-12 09:12:05.915850,2023-01-24 11:03:30.200,2022-Q4,109207.93,876.647,Bengaluru Urban,Karnataka,India,South India,True,2.0
top,transaction,country,india,2022,4,district,pune,544687754.0,590334491443.0927,TOTAL,18.5204,73.8567,True,SUCCESS,1674558210200.0,,,top/transaction/country/india/2022/4.csv,2025-07-12 09:12:05.915850,2023-01-24 11:03:30.200,2022-Q4,59033.45,544.688,Pune,Maharashtra,India,West India,True,2.0
top,transaction,country,india,2022,4,state,bihar,517084649.0,936012149674.828,TOTAL,25.0961,85.3131,True,SUCCESS,1674558210200.0,,,top/transaction/country/india/2022/4.csv,2025-07-12 09:12:05.915850,2023-01-24 11:03:30.200,2022-Q4,93601.21,517.085,Bihar,Bihar,India,East India,True,1.0
top,transaction,country,india,2022,1,district,medchal malkajgiri,110893187.0,185168270983.38605,TOTAL,17.5544,78.4847,True,SUCCESS,1651127572274.0,,,top/transaction/country/india/2022/1.csv,2025-07-12 09:12:05.920407,2022-04-28 06:32:52.274,2022-Q1,18516.83,110.893,Medchal Malkajgiri,Telangana,India,South India,True,2.0
top,transaction,country,india,2022,1,pincode,560001,224793308.0,308663371704.65454,TOTAL,12.9716,77.5946,True,SUCCESS,1651127572274.0,,,top/transaction/country/india/2022/1.csv,2025-07-12 09:12:05.920407,2022-04-28 06:32:52.274,2022-Q1,30866.34,224.793,Bangalore,Karnataka,India,South India,True,3.0
top,transaction,country,india,2022,1,district,mumbai suburban,104595313.0,148080835860.6061,TOTAL,20.5937,78.9629,True,SUCCESS,1651127572274.0,,,top/transaction/country/india/2022/1.csv,2025-07-12 09:12:05.920407,2022-04-28 06:32:52.274,2022-Q1,14808.08,104.595,Mumbai Suburban,India,India,Other,False,2.0
top,transaction,country,india,2022,1,district,khordha,104052705.0,152745328927.4852,TOTAL,20.5937,78.9629,True,SUCCESS,1651127572274.0,,,top/transaction/country/india/2022/1.csv,2025-07-12 09:12:05.920407,2022-04-28 06:32:52.274,2022-Q1,15274.53,104.053,Khordha,India,India,Other,False,2.0
top,transaction,country,india,2022,1,pincode,500001,248675599.0,460948755722.1826,TOTAL,17.385,78.4867,True,SUCCESS,1651127572274.0,,,top/transaction/country/india/2022/1.csv,2025-07-12 09:12:05.920407,2022-04-28 06:32:52.274,2022-Q1,46094.88,248.676,Hyderabad,Telangana,India,South India,True,3.0
top,transaction,country,india,2022,1,pincode,411004,209101358.0,285005833904.6318,TOTAL,19.7515,75.7139,True,SUCCESS,1651127572274.0,,,top/transaction/country/india/2022/1.csv,2025-07-12 09:12:05.920407,2022-04-28 06:32:52.274,2022-Q1,28500.58,209.101,Pincode 411004,Maharashtra,India,West India,True,3.0
top,transaction,country,india,2022,1,pincode,751001,58525215.0,91210203433.81744,TOTAL,20.2961,85.8245,True,SUCCESS,1651127572274.0,,,top/transaction/country/india/2022/1.csv,2025-07-12 09:12:05.920407,2022-04-28 06:32:52.274,2022-Q1,9121.02,58.525,Bhubaneswar,Odisha,India,East India,True,3.0
top,transaction,country,india,2022,1,pincode,462008,119378084.0,172143368941.8931,TOTAL,19.7515,75.7139,True,SUCCESS,1651127572274.0,,,top/transaction/country/india/2022/1.csv,2025-07-12 09:12:05.920407,2022-04-28 06:32:52.274,2022-Q1,17214.34,119.378,Pincode 462008,Maharashtra,India,West India,True,3.0
top,transaction,country,india,2022,1,pincode,110006,112708284.0,170854549748.09644,TOTAL,28.6304,77.2177,True,SUCCESS,1651127572274.0,,,top/transaction/country/india/2022/1.csv,2025-07-12 09:12:05.920407,2022-04-28 06:32:52.274,2022-Q1,17085.45,112.708,Delhi,Delhi,India,North India,True,3.0
top,transaction,country,india,2022,1,pincode,444510,69862188.0,129741278088.80704,TOTAL,19.7515,75.7139,True,SUCCESS,1651127572274.0,,,top/transaction/country/india/2022/1.csv,2025-07-12 09:12:05.920407,2022-04-28 06:32:52.274,2022-Q1,12974.13,69.862,Pincode 444510,Maharashtra,India,West India,True,3.0
top,transaction,country,india,2022,1,pincode,800001,68427326.0,126972470461.14954,TOTAL,25.5941,85.1376,True,SUCCESS,1651127572274.0,,,top/transaction/country/india/2022/1.csv,2025-07-12 09:12:05.920407,2022-04-28 06:32:52.274,2022-Q1,12697.25,68.427,Patna,Bihar,India,East India,True,3.0
top,transaction,country,india,2022,1,pincode,600003,62446149.0,95888452779.63264,TOTAL,11.1271,78.6569,True,SUCCESS,1651127572274.0,,,top/transaction/country/india/2022/1.csv,2025-07-12 09:12:05.920407,2022-04-28 06:32:52.274,2022-Q1,9588.85,62.446,Pincode 600003,Tamil Nadu,India,South India,True,3.0
top,transaction,country,india,2022,1,district,rangareddy,127675017.0,216609881380.40103,TOTAL,17.2403,78.4294,True,SUCCESS,1651127572274.0,,,top/transaction/country/india/2022/1.csv,2025-07-12 09:12:05.920407,2022-04-28 06:32:52.274,2022-Q1,21660.99,127.675,Rangareddy,Telangana,India,South India,True,2.0
top,transaction,country,india,2022,1,pincode,302016,148956604.0,248958961898.95383,TOTAL,27.0238,74.2179,True,SUCCESS,1651127572274.0,,,top/transaction/country/india/2022/1.csv,2025-07-12 09:12:05.920407,2022-04-28 06:32:52.274,2022-Q1,24895.9,148.957,Pincode 302016,Rajasthan,India,West India,True,3.0
top,transaction,country,india,2022,1,district,central delhi,128309915.0,198072597274.588,TOTAL,28.6562,77.241,True,SUCCESS,1651127572274.0,,,top/transaction/country/india/2022/1.csv,2025-07-12 09:12:05.920407,2022-04-28 06:32:52.274,2022-Q1,19807.26,128.31,Central Delhi,Delhi,India,North India,True,2.0
top,transaction,country,india,2022,1,state,madhya pradesh,472703058.0,747665139599.6421,TOTAL,22.9734,78.6569,True,SUCCESS,1651127572274.0,,,top/transaction/country/india/2022/1.csv,2025-07-12 09:12:05.920407,2022-04-28 06:32:52.274,2022-Q1,74766.51,472.703,Madhya Pradesh,Madhya Pradesh,India,Central India,True,1.0
top,transaction,country,india,2022,1,district,jaipur,262950613.0,434507898653.2288,TOTAL,20.5937,78.9629,True,SUCCESS,1651127572274.0,,,top/transaction/country/india/2022/1.csv,2025-07-12 09:12:05.920407,2022-04-28 06:32:52.274,2022-Q1,43450.79,262.951,Jaipur,India,India,Other,False,2.0
top,transaction,country,india,2022,1,district,bhopal,159892411.0,221096758835.27948,TOTAL,20.5937,78.9629,True,SUCCESS,1651127572274.0,,,top/transaction/country/india/2022/1.csv,2025-07-12 09:12:05.920407,2022-04-28 06:32:52.274,2022-Q1,22109.68,159.892,Bhopal,India,India,Other,False,2.0
top,transaction,country,india,2022,1,state,karnataka,1057855407.0,1566649488305.8838,TOTAL,15.3173,75.7139,True,SUCCESS,1651127572274.0,,,top/transaction/country/india/2022/1.csv,2025-07-12 09:12:05.920407,2022-04-28 06:32:52.274,2022-Q1,156664.95,1057.855,Karnataka,Karnataka,India,South India,True,1.0
top,transaction,country,india,2022,1,state,telangana,886453385.0,1670638169828.9993,TOTAL,18.1124,79.0193,True,SUCCESS,1651127572274.0,,,top/transaction/country/india/2022/1.csv,2025-07-12 09:12:05.920407,2022-04-28 06:32:52.274,2022-Q1,167063.82,886.453,Telangana,Telangana,India,South India,True,1.0
top,transaction,country,india,2022,1,state,andhra pradesh,582603911.0,1294320646554.8623,TOTAL,15.9129,79.74,True,SUCCESS,1651127572274.0,,,top/transaction/country/india/2022/1.csv,2025-07-12 09:12:05.920407,2022-04-28 06:32:52.274,2022-Q1,129432.06,582.604,Andhra Pradesh,Andhra Pradesh,India,South India,True,1.0
top,transaction,country,india,2022,1,state,rajasthan,564962220.0,1022050180980.1362,TOTAL,27.0238,74.2179,True,SUCCESS,1651127572274.0,,,top/transaction/country/india/2022/1.csv,2025-07-12 09:12:05.920407,2022-04-28 06:32:52.274,2022-Q1,102205.02,564.962,Rajasthan,Rajasthan,India,West India,True,1.0
top,transaction,country,india,2022,1,state,uttar pradesh,473953246.0,883123174117.0391,TOTAL,26.8467,80.9462,True,SUCCESS,1651127572274.0,,,top/transaction/country/india/2022/1.csv,2025-07-12 09:12:05.920407,2022-04-28 06:32:52.274,2022-Q1,88312.32,473.953,Uttar Pradesh,Uttar Pradesh,India,North India,True,1.0
top,transaction,country,india,2022,1,state,maharashtra,1169506438.0,1681399273981.1611,TOTAL,19.7515,75.7139,True,SUCCESS,1651127572274.0,,,top/transaction/country/india/2022/1.csv,2025-07-12 09:12:05.920407,2022-04-28 06:32:52.274,2022-Q1,168139.93,1169.506,Maharashtra,Maharashtra,India,West India,True,1.0
top,transaction,country,india,2022,1,state,delhi,330999861.0,536964920836.2892,TOTAL,28.7041,77.1025,True,SUCCESS,1651127572274.0,,,top/transaction/country/india/2022/1.csv,2025-07-12 09:12:05.920407,2022-04-28 06:32:52.274,2022-Q1,53696.49,331.0,Delhi,Delhi,India,North India,True,1.0
top,transaction,country,india,2022,1,state,tamil nadu,294573150.0,512789201600.616,TOTAL,11.1271,78.6569,True,SUCCESS,1651127572274.0,,,top/transaction/country/india/2022/1.csv,2025-07-12 09:12:05.920407,2022-04-28 06:32:52.274,2022-Q1,51278.92,294.573,Tamil Nadu,Tamil Nadu,India,South India,True,1.0
top,transaction,country,india,2022,1,state,bihar,284390434.0,611411695731.1455,TOTAL,25.0961,85.3131,True,SUCCESS,1651127572274.0,,,top/transaction/country/india/2022/1.csv,2025-07-12 09:12:05.920407,2022-04-28 06:32:52.274,2022-Q1,61141.17,284.39,Bihar,Bihar,India,East India,True,1.0
top,transaction,country,india,2022,1,district,bengaluru urban,648380838.0,837938769153.0938,TOTAL,12.9716,77.5946,True,SUCCESS,1651127572274.0,,,top/transaction/country/india/2022/1.csv,2025-07-12 09:12:05.920407,2022-04-28 06:32:52.274,2022-Q1,83793.88,648.381,Bengaluru Urban,Karnataka,India,South India,True,2.0
top,transaction,country,india,2022,1,district,pune,424149132.0,508475101454.5797,TOTAL,18.5204,73.8567,True,SUCCESS,1651127572274.0,,,top/transaction/country/india/2022/1.csv,2025-07-12 09:12:05.920407,2022-04-28 06:32:52.274,2022-Q1,50847.51,424.149,Pune,Maharashtra,India,West India,True,2.0
top,transaction,country,india,2022,1,district,hyderabad,372711414.0,661512502141.0775,TOTAL,17.385,78.4867,True,SUCCESS,1651127572274.0,,,top/transaction/country/india/2022/1.csv,2025-07-12 09:12:05.920407,2022-04-28 06:32:52.274,2022-Q1,66151.25,372.711,Hyderabad,Telangana,India,South India,True,2.0
top,transaction,country,india,2022,3,district,khordha,182514532.0,234713995654.54214,TOTAL,20.5937,78.9629,True,SUCCESS,1669732332950.0,,,top/transaction/country/india/2022/3.csv,2025-07-12 09:12:05.922023,2022-11-29 14:32:12.950,2022-Q3,23471.4,182.515,Khordha,India,India,Other,False,2.0
top,transaction,country,india,2022,3,district,chhindwara,169367916.0,236429180484.7117,TOTAL,20.5937,78.9629,True,SUCCESS,1669732332950.0,,,top/transaction/country/india/2022/3.csv,2025-07-12 09:12:05.922023,2022-11-29 14:32:12.950,2022-Q3,23642.92,169.368,Chhindwara,India,India,Other,False,2.0
top,transaction,country,india,2022,3,district,rangareddy,169029273.0,272598081405.12265,TOTAL,17.2403,78.4294,True,SUCCESS,1669732332950.0,,,top/transaction/country/india/2022/3.csv,2025-07-12 09:12:05.922023,2022-11-29 14:32:12.950,2022-Q3,27259.81,169.029,Rangareddy,Telangana,India,South India,True,2.0
top,transaction,country,india,2022,3,pincode,500034,832279716.0,1276247184385.9084,TOTAL,17.4065,78.4772,True,SUCCESS,1669732332950.0,,,top/transaction/country/india/2022/3.csv,2025-07-12 09:12:05.922023,2022-11-29 14:32:12.950,2022-Q3,127624.72,832.28,Hyderabad,Telangana,India,South India,True,3.0
top,transaction,country,india,2022,3,pincode,110006,222465526.0,294132832922.7636,TOTAL,28.6304,77.2177,True,SUCCESS,1669732332950.0,,,top/transaction/country/india/2022/3.csv,2025-07-12 09:12:05.922023,2022-11-29 14:32:12.950,2022-Q3,29413.28,222.466,Delhi,Delhi,India,North India,True,3.0
top,transaction,country,india,2022,3,pincode,411033,217102802.0,241609848561.36987,TOTAL,19.7515,75.7139,True,SUCCESS,1669732332950.0,,,top/transaction/country/india/2022/3.csv,2025-07-12 09:12:05.922023,2022-11-29 14:32:12.950,2022-Q3,24160.98,217.103,Pincode 411033,Maharashtra,India,West India,True,3.0
top,transaction,country,india,2022,3,pincode,800001,143978604.0,226644911906.22284,TOTAL,25.5941,85.1376,True,SUCCESS,1669732332950.0,,,top/transaction/country/india/2022/3.csv,2025-07-12 09:12:05.922023,2022-11-29 14:32:12.950,2022-Q3,22664.49,143.979,Patna,Bihar,India,East India,True,3.0
top,transaction,country,india,2022,3,pincode,560027,160449902.0,217879670192.8064,TOTAL,12.9698,77.75,True,SUCCESS,1669732332950.0,,,top/transaction/country/india/2022/3.csv,2025-07-12 09:12:05.922023,2022-11-29 14:32:12.950,2022-Q3,21787.97,160.45,Bangalore,Karnataka,India,South India,True,3.0
top,transaction,country,india,2022,3,district,patna,188665398.0,298860414441.2887,TOTAL,20.5937,78.9629,True,SUCCESS,1669732332950.0,,,top/transaction/country/india/2022/3.csv,2025-07-12 09:12:05.922023,2022-11-29 14:32:12.950,2022-Q3,29886.04,188.665,Patna,India,India,Other,False,2.0
top,transaction,country,india,2022,3,pincode,400070,137051260.0,170363147506.6858,TOTAL,19.1136,72.8697,True,SUCCESS,1669732332950.0,,,top/transaction/country/india/2022/3.csv,2025-07-12 09:12:05.922023,2022-11-29 14:32:12.950,2022-Q3,17036.31,137.051,Mumbai,Maharashtra,India,West India,True,3.0
top,transaction,country,india,2022,3,pincode,751001,123281915.0,161654599037.78528,TOTAL,20.2961,85.8245,True,SUCCESS,1669732332950.0,,,top/transaction/country/india/2022/3.csv,2025-07-12 09:12:05.922023,2022-11-29 14:32:12.950,2022-Q3,16165.46,123.282,Bhubaneswar,Odisha,India,East India,True,3.0
top,transaction,country,india,2022,3,pincode,700039,82900479.0,153815755896.1881,TOTAL,22.5355,88.3737,True,SUCCESS,1669732332950.0,,,top/transaction/country/india/2022/3.csv,2025-07-12 09:12:05.922023,2022-11-29 14:32:12.950,2022-Q3,15381.58,82.9,Kolkata,West Bengal,India,East India,True,3.0
top,transaction,country,india,2022,3,pincode,480001,164538285.0,229267141662.06653,TOTAL,23.1815,79.9864,True,SUCCESS,1669732332950.0,,,top/transaction/country/india/2022/3.csv,2025-07-12 09:12:05.922023,2022-11-29 14:32:12.950,2022-Q3,22926.71,164.538,Jabalpur,Madhya Pradesh,India,Central India,True,3.0
top,transaction,country,india,2022,3,district,mumbai suburban,197724164.0,247678975470.48975,TOTAL,20.5937,78.9629,True,SUCCESS,1669732332950.0,,,top/transaction/country/india/2022/3.csv,2025-07-12 09:12:05.922023,2022-11-29 14:32:12.950,2022-Q3,24767.9,197.724,Mumbai Suburban,India,India,Other,False,2.0
top,transaction,country,india,2022,3,pincode,302012,220682742.0,322546632329.7969,TOTAL,26.8851,75.8069,True,SUCCESS,1669732332950.0,,,top/transaction/country/india/2022/3.csv,2025-07-12 09:12:05.922023,2022-11-29 14:32:12.950,2022-Q3,32254.66,220.683,Jaipur,Rajasthan,India,West India,True,3.0
top,transaction,country,india,2022,3,district,jaipur,377469909.0,564818218571.2906,TOTAL,20.5937,78.9629,True,SUCCESS,1669732332950.0,,,top/transaction/country/india/2022/3.csv,2025-07-12 09:12:05.922023,2022-11-29 14:32:12.950,2022-Q3,56481.82,377.47,Jaipur,India,India,Other,False,2.0
top,transaction,country,india,2022,3,state,maharashtra,1486389417.0,1947579187374.532,TOTAL,19.7515,75.7139,True,SUCCESS,1669732332950.0,,,top/transaction/country/india/2022/3.csv,2025-07-12 09:12:05.922023,2022-11-29 14:32:12.950,2022-Q3,194757.92,1486.389,Maharashtra,Maharashtra,India,West India,True,1.0
top,transaction,country,india,2022,3,state,karnataka,1189761328.0,1665918232610.9397,TOTAL,15.3173,75.7139,True,SUCCESS,1669732332950.0,,,top/transaction/country/india/2022/3.csv,2025-07-12 09:12:05.922023,2022-11-29 14:32:12.950,2022-Q3,166591.82,1189.761,Karnataka,Karnataka,India,South India,True,1.0
top,transaction,country,india,2022,3,state,rajasthan,767541360.0,1238489256318.2173,TOTAL,27.0238,74.2179,True,SUCCESS,1669732332950.0,,,top/transaction/country/india/2022/3.csv,2025-07-12 09:12:05.922023,2022-11-29 14:32:12.950,2022-Q3,123848.93,767.541,Rajasthan,Rajasthan,India,West India,True,1.0
top,transaction,country,india,2022,3,state,madhya pradesh,731259559.0,1032908494249.5833,TOTAL,22.9734,78.6569,True,SUCCESS,1669732332950.0,,,top/transaction/country/india/2022/3.csv,2025-07-12 09:12:05.922023,2022-11-29 14:32:12.950,2022-Q3,103290.85,731.26,Madhya Pradesh,Madhya Pradesh,India,Central India,True,1.0
top,transaction,country,india,2022,3,state,uttar pradesh,703589072.0,1121370050898.7217,TOTAL,26.8467,80.9462,True,SUCCESS,1669732332950.0,,,top/transaction/country/india/2022/3.csv,2025-07-12 09:12:05.922023,2022-11-29 14:32:12.950,2022-Q3,112137.01,703.589,Uttar Pradesh,Uttar Pradesh,India,North India,True,1.0
top,transaction,country,india,2022,3,state,andhra pradesh,642855035.0,1385077409712.0752,TOTAL,15.9129,79.74,True,SUCCESS,1669732332950.0,,,top/transaction/country/india/2022/3.csv,2025-07-12 09:12:05.922023,2022-11-29 14:32:12.950,2022-Q3,138507.74,642.855,Andhra Pradesh,Andhra Pradesh,India,South India,True,1.0
top,transaction,country,india,2022,3,state,telangana,1628165401.0,2706325865752.0645,TOTAL,18.1124,79.0193,True,SUCCESS,1669732332950.0,,,top/transaction/country/india/2022/3.csv,2025-07-12 09:12:05.922023,2022-11-29 14:32:12.950,2022-Q3,270632.59,1628.165,Telangana,Telangana,India,South India,True,1.0
top,transaction,country,india,2022,3,state,delhi,475592161.0,677612647116.1133,TOTAL,28.7041,77.1025,True,SUCCESS,1669732332950.0,,,top/transaction/country/india/2022/3.csv,2025-07-12 09:12:05.922023,2022-11-29 14:32:12.950,2022-Q3,67761.26,475.592,Delhi,Delhi,India,North India,True,1.0
top,transaction,country,india,2022,3,state,bihar,437367385.0,791446486557.8687,TOTAL,25.0961,85.3131,True,SUCCESS,1669732332950.0,,,top/transaction/country/india/2022/3.csv,2025-07-12 09:12:05.922023,2022-11-29 14:32:12.950,2022-Q3,79144.65,437.367,Bihar,Bihar,India,East India,True,1.0
top,transaction,country,india,2022,3,state,tamil nadu,393496175.0,631879220373.2378,TOTAL,11.1271,78.6569,True,SUCCESS,1669732332950.0,,,top/transaction/country/india/2022/3.csv,2025-07-12 09:12:05.922023,2022-11-29 14:32:12.950,2022-Q3,63187.92,393.496,Tamil Nadu,Tamil Nadu,India,South India,True,1.0
